anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,0,64566,MINERA ESCONDIDA LIMITADA,79587210-8,MINA 0,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Antofagasta,2101,-24.25560211,-69.13134766,Generador Industrial,,,183.74,2,Valorización,7.0,Preparación para reutilización,,,17 04 07 | Metales mezclados,17 04 07 | Metales mezclados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),,Destinatario Final,SERVILINARES SPA,Antofagasta,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,1.0,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,17 02 02 | Vidrio,17 02 02 | Vidrio,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,2.75,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5486100.0,RESCON Calama,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,4.7,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 01 39 | Plásticos,20 01 39 | Plásticos,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,5.3,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 02 | Residuos de la extracción de minerales no metálicos,01 01 02 | Residuos de la extracción de minerales no metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,55.83,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,114.777,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,881992.0,ILUSTRE MUNICIPALIDAD DE CALAMA,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,348.209,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5486100.0,RESCON Calama,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,791.376,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,11842.52,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,17 04 07 | Metales mezclados,17 04 07 | Metales mezclados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,16666.911,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803700,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN CHUQUICAMATA,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.31516087,-68.88541746,Generador Industrial,,,21630.8,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,4803700.0,DIVISIÓN CHUQUICAMATA,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,7.66,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5474133.0,COMERCIALIZADORA RECIPOL SA,"COMERCIALIZADORA RECIPOL ""S.A.""",Lampa,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,61.21,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),44.0,Pretratamiento de Metales ,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5451966.0,CENTRO DE RECICLAJE ANTOFAGASTA,ACEROS AZA S.A.,Antofagasta,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,246.47,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,732.358,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,5453663.0,División Gabriela Mistral,CORP NACIONAL DEL COBRE DE CHILE,Sierra Gorda,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,807.32,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5478206.0,EXXAN SPA,EXXAN SPA,San Bernardo,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,822.0,1,Eliminación,3.0,Disposición final,14.0,Monorelleno,20 03 04 | Lodos de fosas sépticas,20 03 04 | Lodos de fosas sépticas,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,5480607.0,Monorelleno de Lodos Calama,TRATACAL S.A,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453663,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,División Gabriela Mistral,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Sierra Gorda,2103,-23.47537051,-68.74952842,Generador Industrial,,,1584.0,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,20 03 04 | Lodos de fosas sépticas,20 03 04 | Lodos de fosas sépticas,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,,Destinatario Final,TRATACAL S.A,Las Condes,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5440993,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN MINISTRO HALES,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.40928855,-68.91623758,Generador Industrial,,,640.31,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 99 | Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,881992.0,ILUSTRE MUNICIPALIDAD DE CALAMA,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5440993,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN MINISTRO HALES,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.40928855,-68.91623758,Generador Industrial,,,1326.34,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5486100.0,RESCON Calama,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,8.875,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5486100.0,RESCON Calama,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,20.0,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,19 08 05 | Lodos del tratamiento de aguas residuales urbanas,19 08 05 | Lodos del tratamiento de aguas residuales urbanas,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,4803699.0,DIVISIÓN RADOMIRO TOMIC,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,434.92,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),45.0,Pretratamiento de plásticos ,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,469.4,2,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,703.498,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,881992.0,ILUSTRE MUNICIPALIDAD DE CALAMA,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,728.78,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,881992.0,ILUSTRE MUNICIPALIDAD DE CALAMA,I MUNICIPALIDAD DE CALAMA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,1089.92,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20 01 38 | Madera distinta de la especificada en el código 20 01 37,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),4803699.0,DIVISIÓN RADOMIRO TOMIC,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,1746.0,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),61.0,Pretratamiento de caucho y goma,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,2059.96,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),44.0,Pretratamiento de Metales ,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,5476358.0,RERCHAR LTDA,EMPRESA DE SERVICIOS INTEGRALES E Y J LIMITADA,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,2156.51,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,20 03 01 | Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,4803699.0,DIVISIÓN RADOMIRO TOMIC,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4803699,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN RADOMIRO TOMIC,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.19959908,-68.86765085,Generador Industrial,,,2361.24,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,01 01 01 | Residuos de la extracción de minerales metálicos,01 01 01 | Residuos de la extracción de minerales metálicos,,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",,01 | Residuos de la extracción de minerales,4803699.0,DIVISIÓN RADOMIRO TOMIC,CORP NACIONAL DEL COBRE DE CHILE,Calama,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,386202,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN SALVADOR CENTRAL,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Atacama,Chañaral,Diego de Almagro,3202,-26.24736187,-69.62576373,Generador Industrial,,,8.5,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,"17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06","17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06",,17 | Residuos de la construcción y demolición,,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",386202.0,DIVISIÓN SALVADOR CENTRAL,CORP NACIONAL DEL COBRE DE CHILE,Diego de Almagro,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5482138,AR PUELCHE SUR SPA,76534148-5,PARQUE EÓLICO PUELCHE SUR,Otras centrales de generación eléctrica,,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en otras centrales n.c.p.,D351019,Los Lagos,Osorno,Puerto Octay,10302,-41.0140522,-72.94923401,Generador Industrial,,,6.0,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5460899.0,INOCUA S.A. MALLECO,INVERSIONES INOCUA SPA,Collipulli,La Araucanía,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,386202,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISIÓN SALVADOR CENTRAL,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Atacama,Chañaral,Diego de Almagro,3202,-26.24736187,-69.62576373,Generador Industrial,,,35.06,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,16 01 03 | Neumáticos fuera de uso,16 01 03 | Neumáticos fuera de uso,,16 | Residuos no especificados en otro capítulo de la lista,,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",5460838.0,SERVICIOS GEA LTDA,SERVICIOS GEA LIMITADA,San Felipe,Valparaíso,Chile,gi-sinader-2022-ckan.xlsx,False
