año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;id_nombre_ler;ler_codigo;id_ler_codigo
2021;Destinatario Final;4;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;76323870-9;Almacenamiento y depósito;H5210;Otros servicios de almacenamiento y depósito n.c.p.;H521009;-33,28394418;-70,74180505;13302;Lampa;Chacabuco;Metropolitana de Santiago;Otras actividades;20;2;3,4425;Reciclaje de aceites y grasas comestibles;80;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25; Aceites y grasas comestibles;200125
2021;Destinatario Final;4;5467084;MELIFEED SPA;MELIFEED SPA;76474153-6;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;-33,71453631;-71,22409638;13501;Melipilla;Melipilla;Metropolitana de Santiago;Otras industrias manufactureras;10;1;17244,42;Reciclaje de restos de animal para consumo animal;13;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 02 | Residuos de tejidos de animales;2; Residuos de tejidos de animales;20202
2021;Destinatario Final;4;5467239;BCC RECYCLING SYSTEMS LTDA;B.C.C. RECYCLING SYSTEMS LIMITADA;76117980-2;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,53981274;-70,70377016;13401;San Bernardo;Maipo;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;39,013;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5467239;BCC RECYCLING SYSTEMS LTDA;B.C.C. RECYCLING SYSTEMS LIMITADA;76117980-2;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,53981274;-70,70377016;13401;San Bernardo;Maipo;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;0,132;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5468238;DEPÓSITO DE CENIZAS BARRILES;AES GENER S A;94272000-9;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;-22,08356324;-70,167901;2301;Tocopilla;Tocopilla;Antofagasta;Termoeléctricas;11;1;107570,75;Depósito de Cenizas;58;Eliminación;1;10 | Residuos de procesos térmicos;10;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);1;10 01 02 | Cenizas volantes de carbón;2; Cenizas volantes de carbón;100102
2021;Destinatario Final;4;5468238;DEPÓSITO DE CENIZAS BARRILES;AES GENER S A;94272000-9;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;-22,08356324;-70,167901;2301;Tocopilla;Tocopilla;Antofagasta;Termoeléctricas;11;1;20089,56;Depósito de Cenizas;58;Eliminación;1;10 | Residuos de procesos térmicos;10;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);1;10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04);1; Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04);100101
2021;Destinatario Final;4;5468605;ECOCLEANER;SOCIEDAD DE INGENIERIA Y SOLUCIONES INDUSTRIALES SPA;76502521-4;Reparación de equipo eléctrico;C3314;Reparación de equipo eléctrico (excepto reparación de equipo y enseres domésticos);C331400;-33,61354932;-70,6304403;13112;La Pintana;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;51,3;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 05 | Envases compuestos;5; Envases compuestos;150105
2021;Destinatario Final;4;5468605;ECOCLEANER;SOCIEDAD DE INGENIERIA Y SOLUCIONES INDUSTRIALES SPA;76502521-4;Reparación de equipo eléctrico;C3314;Reparación de equipo eléctrico (excepto reparación de equipo y enseres domésticos);C331400;-33,61354932;-70,6304403;13112;La Pintana;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;13,95;Reciclaje de plásticos;18;Valorización;2;06 | Residuos de procesos químicos inorgánicos;6;13 | Residuos de procesos químicos inorgánicos no especificados en otra categoría;13;06 13 99 | Residuos no especificados en otra categoría;99; Residuos no especificados en otra categoría;61399
2021;Destinatario Final;4;5468605;ECOCLEANER;SOCIEDAD DE INGENIERIA Y SOLUCIONES INDUSTRIALES SPA;76502521-4;Reparación de equipo eléctrico;C3314;Reparación de equipo eléctrico (excepto reparación de equipo y enseres domésticos);C331400;-33,61354932;-70,6304403;13112;La Pintana;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;0,06;Eliminación;1;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 05 | Envases compuestos;5; Envases compuestos;150105
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;58,16;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99; Otras fracciones no especificadas en otra categoría;200199
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;211,17;Preparación para reutilización;7;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;3; Materiales inadecuados para el consumo o la elaboración;20203
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;211,17;Preparación para reutilización;7;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;3; Materiales inadecuados para el consumo o la elaboración;20203
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;10,01;Valorización;2;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;3; Materiales inadecuados para el consumo o la elaboración;20203
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;58,16;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99; Otras fracciones no especificadas en otra categoría;200199
2021;Destinatario Final;4;5468606;LOS CERRILLOS PC 45;0;11456823-6;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A0150;Cultivo de productos agrícolas en combinación con la cría de animales (explotación mixta);A015000;-35,33068509;-71,30046534;7108;Río Claro;Talca;Maule;Producción agropecuaria;1;1;10,01;Valorización;2;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;3; Materiales inadecuados para el consumo o la elaboración;20203
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;1,499;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;5,34;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;35,35;Reciclaje de metales;20;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;21,23;Pretratamiento de Residuos Voluminosos;50;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 03 | Envases de madera;3; Envases de madera;150103
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;242,93;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 04 | Envases metálicos;4; Envases metálicos;150104
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;322,31;Pretratamiento de Residuos Voluminosos;50;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;7,748;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;119,976;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;4,05;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2; Envases de plástico;150102
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;54;Pretratamiento de Metales;44;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;364,051;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;110,492;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;50,97;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;3,42;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 01 | Envases de papel y cartón;1; Envases de papel y cartón;150101
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;49,732;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;7,13;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;47,39;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 03 | Envases de madera;3; Envases de madera;150103
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;14,403;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 04 | Envases metálicos;4; Envases metálicos;150104
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;4,02;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;1,6;Reciclaje de metales;20;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;55,121;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 04 | Envases metálicos;4; Envases metálicos;150104
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;0,025;Residuos Voluminosos;49;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2; Envases de plástico;150102
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;255,942;Reciclaje de Residuos voluminosos;22;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 04 | Envases metálicos;4; Envases metálicos;150104
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;0,19;Pretratamiento de Residuos Voluminosos;50;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2; Envases de plástico;150102
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;13,586;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;1;13,772;Residuos Voluminosos;49;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;5468753;EXEQUIEL SANCHEZ LAZO;0;77572452-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-34,07091684;-70,72836413;6106;Graneros;Cachapoal;Libertador General Bernardo O'Higgins;Otras actividades;20;2;2,16;Reciclaje de Residuos voluminosos;22;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;2; Envases de plástico;150102
