id;año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;ler_codigo
3611;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;39,62;Pretratamiento de plásticos;45;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3613;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;120,149;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3614;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;45,7871;Reciclaje de plásticos;18;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3615;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;0,25;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;20 01 01 
3616;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;119,794;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3617;2022;Destinatario Final;4;5470639;SOCIEDAD DE PLASTICOS PINCHEIRA LTDA;SOCIEDAD PLASTICOS PINCHEIRA LIMITADA;76293062-5;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,409924087657;-70,679357627261;13108;Independencia;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;0,1;Valorización;2;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3618;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;10,76;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 99 | Residuos no especificados en otra categoría;02 02 99 
3619;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;30,436;Pretratamiento de plásticos;45;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3620;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;0,1;Reciclaje;8;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3621;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;49,065;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 04 | Residuos de plásticos (excepto embalajes);02 01 04 
3622;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;13,467;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 99 | Residuos no especificados en otra categoría;02 01 99 
3623;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;0,621;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;02 02 03 
3628;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;111,405;Reciclaje de plásticos;18;Valorización;2;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;12;19 12 04 | Plástico y caucho;19 12 04 
3629;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;104,9518;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3630;2022;Destinatario Final;4;5460689;GREENPLAST S.A.;GREENPLAST SA;76267533-1;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,286215499922;-70,743825912278;13302;Lampa;Chacabuco;Metropolitana de Santiago;Gestores de residuos;15;1;0,156;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
3631;2022;Destinatario Final;4;5481580;Planta Tratamiento Open World Casablanca;OPEN WORLD SPA;77228250-8;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,3178390135447;-71,3917476644348;5102;Casablanca;Valparaíso;Valparaíso;Industria química, de plástico y caucho;7;1;51,04;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;02 03 04 | Materiales inadecuados para el consumo o la elaboración;02 03 04 
3633;2022;Destinatario Final;4;5481580;Planta Tratamiento Open World Casablanca;OPEN WORLD SPA;77228250-8;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,3178390135447;-71,3917476644348;5102;Casablanca;Valparaíso;Valparaíso;Industria química, de plástico y caucho;7;1;7,441;Reciclaje de plásticos;18;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3634;2022;Destinatario Final;4;5481580;Planta Tratamiento Open World Casablanca;OPEN WORLD SPA;77228250-8;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,3178390135447;-71,3917476644348;5102;Casablanca;Valparaíso;Valparaíso;Industria química, de plástico y caucho;7;1;8,6493;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3635;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,0047;Pretratamiento de Metales;44;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 04 | Envases metálicos;15 01 04 
3636;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,0001;Pretratamiento de Metales;44;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;20 01 40 
3637;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;2,59;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;02 03 99 | Residuos no especificados en otra categoría;02 03 99 
3638;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;2,8535;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 01 | Envases de papel y cartón;15 01 01 
3639;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;3,1503;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;20 01 01 
3640;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;1,8128;Pretratamiento de plásticos;45;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3641;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,0098;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3642;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,41;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;20 01 01 
3643;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,035;Reciclaje de plásticos;18;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
3644;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,585;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;20 01 39 
3645;2022;Destinatario Final;4;5469824;RECUPERADORA MYF LTDA;SOCIEDAD COMERCIAL RECUPERADORA DE MATERIALES RECICLABLES MARIA Y FAMI;76064906-6;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-37,460776743612;-72,372903941738;8301;Los Angeles;Biobío;Biobío;Gestores de residuos;15;1;0,039;Reciclaje de vidrio;19;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;20 01 02 
3646;2022;Destinatario Final;4;5485519;Vertedero Municipal Quebrada Lo Gallardo;I MUNICIPALIDAD DE ILLAPEL;69041200-4;Almacenamiento y depósito;H5210;Otros servicios de almacenamiento y depósito n.c.p.;H521009;-31,6200343;-71,1454348;4201;Illapel;Choapa;Coquimbo;Otras actividades;20;1;308,09;Vertedero;12;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;01 | Residuos de la transformación de la madera y de la producción de tableros y muebles;1;03 01 01 | Residuos de corteza y corcho;03 01 01 
3647;2022;Destinatario Final;4;5485519;Vertedero Municipal Quebrada Lo Gallardo;I MUNICIPALIDAD DE ILLAPEL;69041200-4;Almacenamiento y depósito;H5210;Otros servicios de almacenamiento y depósito n.c.p.;H521009;-31,6200343;-71,1454348;4201;Illapel;Choapa;Coquimbo;Otras actividades;20;1;26,6;Vertedero;12;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 01 | Residuos de corteza y madera;03 03 01 
3648;2022;Destinatario Final;4;5485519;Vertedero Municipal Quebrada Lo Gallardo;I MUNICIPALIDAD DE ILLAPEL;69041200-4;Almacenamiento y depósito;H5210;Otros servicios de almacenamiento y depósito n.c.p.;H521009;-31,6200343;-71,1454348;4201;Illapel;Choapa;Coquimbo;Otras actividades;20;1;98,8;Vertedero;12;Eliminación;1;17 | Residuos de la construcción y demolición;17;01 | Hormigón, ladrillos, tejas y materiales cerámicos;1;17 01 01 | Hormigón;17 01 01 
3658;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;74490,82499;Reciclaje de metales;20;Valorización;2;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 17 | Metales ferrosos;16 01 17 
3659;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;9843,73739;Reciclaje de metales;20;Valorización;2;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 18 | Metales no ferrosos;16 01 18 
3660;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;128,14;Reciclaje de metales;20;Valorización;2;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 19 | Plástico;16 01 19 
3661;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;326,32;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
3662;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;4,864;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 01 | Cobre, bronce, latón;17 04 01 
3663;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;6,143;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
3664;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;729,72;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 05 | Hierro y acero no galvanizados;17 04 05 
3666;2022;Destinatario Final;4;5459127;R01G377;SOC COMERCIAL RECMETAL COMPANIA LIMITADA;77612130-4;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-20,273904077068;-70,086788163014;1107;Alto Hospicio;Iquique;Tarapacá;Comercio mayorista;18;1;1084,061;Reciclaje de metales;20;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;20 01 40 
3667;2022;Destinatario Final;4;1474586;SUAREZ VILLAR NOLBERTO ORLANDO;NOLBERTO ORLANDO SUAREZ;7744650-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de desperdicios y desechos metálicos;E383001;-33,465689326674;-70,690880378996;13106;Estación Central;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;35,53;Preparación para reutilización;7;Valorización;2;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 01 | Limaduras y virutas de metales férreos;12 01 01 
3668;2022;Destinatario Final;4;1474586;SUAREZ VILLAR NOLBERTO ORLANDO;NOLBERTO ORLANDO SUAREZ;7744650-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de desperdicios y desechos metálicos;E383001;-33,465689326674;-70,690880378996;13106;Estación Central;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;303,57;Preparación para reutilización;7;Valorización;2;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 99 | Residuos no especificados en otra categoría;12 01 99 
3669;2022;Destinatario Final;4;1474586;SUAREZ VILLAR NOLBERTO ORLANDO;NOLBERTO ORLANDO SUAREZ;7744650-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de desperdicios y desechos metálicos;E383001;-33,465689326674;-70,690880378996;13106;Estación Central;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;70,73;Pretratamiento de Metales;44;Recolección;5;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 01 | Limaduras y virutas de metales férreos;12 01 01 
