anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,,5440322,MINERA ANTUCOYA,76079669-7,MINERA ANTUCOYA,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Mejillones,2102,-22.622444473777,-69.838470110231,Destinatario Final,,1,316.25,1,Eliminación,,,11,Relleno sanitario,20 03 01 ,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,0.35,1,Eliminación,,,11,Relleno sanitario,12 01 02 ,12 01 02 | Polvo y partículas de metales férreos,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,0.17,1,Eliminación,,,11,Relleno sanitario,12 01 03 ,12 01 03 | Limaduras y virutas de metales no férreos,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,3.5878,1,Eliminación,,,11,Relleno sanitario,12 01 05 ,12 01 05 | Virutas y rebabas de plástico,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,0.224,1,Eliminación,,,11,Relleno sanitario,12 01 21 ,12 01 21 | Muelas y materiales de esmerilado usados distintos de los especificados en el código 12 01 20,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,0.475,1,Eliminación,,,11,Relleno sanitario,12 01 99 ,12 01 99 | Residuos no especificados en otra categoría,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,1.427,1,Eliminación,,,11,Relleno sanitario,16 02 16 ,16 02 16 | Componentes retirados de equipos desechados distintos de los especificados en el código 16 02 15,16,16 | Residuos no especificados en otro capítulo de la lista,2,02 | Residuos de equipos eléctricos y electrónicos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,31.84,1,Eliminación,,,11,Relleno sanitario,16 03 04 ,16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03,16,16 | Residuos no especificados en otro capítulo de la lista,3,03 | Lotes de productos fuera de especificación y productos no utilizados,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,50.045,1,Eliminación,,,11,Relleno sanitario,16 03 06 ,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,16,16 | Residuos no especificados en otro capítulo de la lista,3,03 | Lotes de productos fuera de especificación y productos no utilizados,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,2.41,1,Eliminación,,,11,Relleno sanitario,16 11 04 ,"16 11 04 | Otros revestimientos y refractarios procedentes de procesos metalúrgicos, distintos de los especificados en el código 16 11 03",16,16 | Residuos no especificados en otro capítulo de la lista,11,11 | Residuos de revestimientos de hornos y refractarios,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,1.96,1,Eliminación,,,11,Relleno sanitario,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,148.11,1,Eliminación,,,11,Relleno sanitario,17 09 04 ,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,26.593,1,Eliminación,,,11,Relleno sanitario,19 02 06 ,"19 02 06 | Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05",19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",2,"02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,37.94,1,Eliminación,,,11,Relleno sanitario,20 03 07 ,20 03 07 | Residuos voluminosos (incluidos muebles),20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,82297,VINA CONCHA Y TORO S A,90227000-0,FUNDO EL RECURSO,Producción agropecuaria,1.0,Cultivo de uva,A0121,Cultivo de uva destinada a la producción de vino,A012112,Metropolitana de Santiago,Maipo,Buin,13402,-33.678966324137,-70.688162976299,Destinatario Final,,1,1133.51,2,Valorización,,,7,Preparación para reutilización,02 07 01 ,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",7,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,10.0,5,Recolección,,,36,"Pretratamiento de papel, cartón y productos de papel",02 02 04 ,02 02 04 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,16.0,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",02 02 04 ,02 02 04 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,33.977,1,Eliminación,,,11,Relleno sanitario,02 01 99 ,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,6.0,1,Eliminación,,,11,Relleno sanitario,02 02 04 ,02 02 04 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,18.845,1,Eliminación,,,12,Vertedero,02 01 02 ,02 01 02 | Residuos de tejidos de animales,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,2.7,1,Eliminación,,,12,Vertedero,02 01 04 ,02 01 04 | Residuos de plásticos (excepto embalajes),2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,24.3,1,Eliminación,,,12,Vertedero,02 01 09 ,02 01 09 | Residuos agroquímicos distintos de los mencionados en el código 02 01 08,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,4575.943,1,Eliminación,,,12,Vertedero,02 01 99 ,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,24.9,1,Eliminación,,,12,Vertedero,02 02 02 ,02 02 02 | Residuos de tejidos de animales,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,219.629,1,Eliminación,,,12,Vertedero,02 02 03 ,02 02 03 | Materiales inadecuados para el consumo o la elaboración,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,2049.59,1,Eliminación,,,12,Vertedero,02 02 04 ,02 02 04 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,1843.368,1,Eliminación,,,12,Vertedero,02 02 99 ,02 02 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,9.6,1,Eliminación,,,12,Vertedero,02 03 04 ,02 03 04 | Materiales inadecuados para el consumo o la elaboración,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",3,"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,91.0,1,Eliminación,,,12,Vertedero,02 03 05 ,02 03 05 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",3,"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,529.525,1,Eliminación,,,12,Vertedero,20 01 99 ,20 01 99 | Otras fracciones no especificadas en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,116.8,1,Eliminación,,,12,Vertedero,20 03 03 ,20 03 03 | Residuos de limpieza viaria,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5443290,DORIN SERVICIOS LIMITADA,96889540-0,VERTEDERO INDUSTRIAL DORIN SERVICIOS LIMITADA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Puerto Montt,10101,-41.520218747701,-73.071699186967,Destinatario Final,,1,129.45,1,Eliminación,,,12,Vertedero,20 03 99 ,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,0.004,5,Recolección,,,36,"Pretratamiento de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,19.941,5,Recolección,,,36,"Pretratamiento de papel, cartón y productos de papel",20 01 01 ,20 01 01 | Papel y cartón,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,9.14,5,Recolección,,,45,Pretratamiento de plásticos,07 02 13 ,07 02 13 | Residuos de plástico,7,07 | Residuos de procesos químicos orgánicos,2,"02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,1.273,5,Recolección,,,45,Pretratamiento de plásticos,15 01 02 ,15 01 02 | Envases de plástico,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,0.482,5,Recolección,,,45,Pretratamiento de plásticos,20 01 11 ,20 01 11 | Tejidos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,4.45,5,Recolección,,,45,Pretratamiento de plásticos,20 01 39 ,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5464578,RECICLADORA RECICLEAN SPA,76201081-K,RECICLADORA RECICLEAN SPA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de papel,E383002,Metropolitana de Santiago,Santiago,Cerrillos,13102,-33.486139854149,-70.7029226747,Destinatario Final,,1,0.229,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",03 03 08 ,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2022-ckan.csv,False
